GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,NAME_M,AF2LM001
"G2902190","2012-2016",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Missouri",33290,"Warren County, Missouri",0
"G2902210","2012-2016",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Missouri",25002,"Washington County, Missouri",0
"G2902230","2012-2016",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Missouri",13341,"Wayne County, Missouri",0
"G2902250","2012-2016",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Missouri",37075,"Webster County, Missouri",0
"G2902270","2012-2016",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Missouri",2061,"Worth County, Missouri",0
"G2902290","2012-2016",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Missouri",18378,"Wright County, Missouri",0
"G2905100","2012-2016",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis city, Missouri",316030,"St. Louis city, Missouri",0
"G3000010","2012-2016",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County, Montana",9317,"Beaverhead County, Montana",0
"G3000030","2012-2016",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Montana",13214,"Big Horn County, Montana",0
"G3000050","2012-2016",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Montana",6609,"Blaine County, Montana",0
"G3000070","2012-2016",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broadwater County, Montana",5692,"Broadwater County, Montana",0
"G3000090","2012-2016",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Montana",10340,"Carbon County, Montana",0
"G3000110","2012-2016",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Montana",1295,"Carter County, Montana",111
"G3000130","2012-2016",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",82049,"Cascade County, Montana",0
"G3000150","2012-2016",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",5837,"Chouteau County, Montana",0
"G3000170","2012-2016",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",11980,"Custer County, Montana",0
"G3000190","2012-2016",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",1787,"Daniels County, Montana",150
"G3000210","2012-2016",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",9431,"Dawson County, Montana",0
"G3000230","2012-2016",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",9176,"Deer Lodge County, Montana",0
"G3000250","2012-2016",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",2913,"Fallon County, Montana",129
"G3000270","2012-2016",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",11429,"Fergus County, Montana",0
"G3000290","2012-2016",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",94696,"Flathead County, Montana",0
"G3000310","2012-2016",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",97958,"Gallatin County, Montana",0
"G3000330","2012-2016",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",1061,"Garfield County, Montana",109
"G3000350","2012-2016",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",13695,"Glacier County, Montana",0
"G3000370","2012-2016",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",730,"Golden Valley County, Montana",100
"G3000390","2012-2016",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",3212,"Granite County, Montana",0
"G3000410","2012-2016",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",16529,"Hill County, Montana",0
"G3000430","2012-2016",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",11601,"Jefferson County, Montana",0
"G3000450","2012-2016",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",1981,"Judith Basin County, Montana",0
"G3000470","2012-2016",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",29311,"Lake County, Montana",0
"G3000490","2012-2016",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",65989,"Lewis and Clark County, Montana",0
"G3000510","2012-2016",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",2292,"Liberty County, Montana",205
"G3000530","2012-2016",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",19268,"Lincoln County, Montana",0
"G3000550","2012-2016",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",1678,"McCone County, Montana",144
"G3000570","2012-2016",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",7810,"Madison County, Montana",0
"G3000590","2012-2016",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",1960,"Meagher County, Montana",205
"G3000610","2012-2016",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",4223,"Mineral County, Montana",0
"G3000630","2012-2016",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",113101,"Missoula County, Montana",0
"G3000650","2012-2016",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",4778,"Musselshell County, Montana",127
"G3000670","2012-2016",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",15843,"Park County, Montana",0
"G3000690","2012-2016",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",445,"Petroleum County, Montana",66
"G3000710","2012-2016",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",4150,"Phillips County, Montana",0
"G3000730","2012-2016",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",6166,"Pondera County, Montana",0
"G3000750","2012-2016",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",1648,"Powder River County, Montana",111
"G3000770","2012-2016",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",6928,"Powell County, Montana",0
"G3000790","2012-2016",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",1414,"Prairie County, Montana",142
"G3000810","2012-2016",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",41130,"Ravalli County, Montana",0
"G3000830","2012-2016",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",11392,"Richland County, Montana",0
"G3000850","2012-2016",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",11230,"Roosevelt County, Montana",0
"G3000870","2012-2016",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",9348,"Rosebud County, Montana",0
"G3000890","2012-2016",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",11375,"Sanders County, Montana",0
"G3000910","2012-2016",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",3645,"Sheridan County, Montana",150
"G3000930","2012-2016",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",34560,"Silver Bow County, Montana",0
"G3000950","2012-2016",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",9342,"Stillwater County, Montana",0
"G3000970","2012-2016",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",3634,"Sweet Grass County, Montana",0
"G3000990","2012-2016",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",6067,"Teton County, Montana",0
"G3001010","2012-2016",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",5114,"Toole County, Montana",0
"G3001030","2012-2016",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",846,"Treasure County, Montana",83
"G3001050","2012-2016",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",7576,"Valley County, Montana",0
"G3001070","2012-2016",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",2109,"Wheatland County, Montana",0
"G3001090","2012-2016",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",1143,"Wibaux County, Montana",100
"G3001110","2012-2016",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",155344,"Yellowstone County, Montana",0
"G3100010","2012-2016",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",31536,"Adams County, Nebraska",0
"G3100030","2012-2016",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",6421,"Antelope County, Nebraska",0
"G3100050","2012-2016",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",437,"Arthur County, Nebraska",48
"G3100070","2012-2016",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",793,"Banner County, Nebraska",79
"G3100090","2012-2016",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",580,"Blaine County, Nebraska",56
"G3100110","2012-2016",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",5353,"Boone County, Nebraska",0
"G3100130","2012-2016",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",11279,"Box Butte County, Nebraska",0
"G3100150","2012-2016",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",2006,"Boyd County, Nebraska",92
"G3100170","2012-2016",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",3022,"Brown County, Nebraska",93
"G3100190","2012-2016",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",48402,"Buffalo County, Nebraska",0
"G3100210","2012-2016",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",6594,"Burt County, Nebraska",0
"G3100230","2012-2016",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",8205,"Butler County, Nebraska",0
"G3100250","2012-2016",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",25463,"Cass County, Nebraska",0
"G3100270","2012-2016",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",8657,"Cedar County, Nebraska",0
"G3100290","2012-2016",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",4061,"Chase County, Nebraska",181
"G3100310","2012-2016",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",5781,"Cherry County, Nebraska",0
"G3100330","2012-2016",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",10090,"Cheyenne County, Nebraska",0
"G3100350","2012-2016",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",6313,"Clay County, Nebraska",0
"G3100370","2012-2016",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",10499,"Colfax County, Nebraska",0
"G3100390","2012-2016",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",9055,"Cuming County, Nebraska",0
"G3100410","2012-2016",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",10784,"Custer County, Nebraska",0
"G3100430","2012-2016",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",20697,"Dakota County, Nebraska",0
"G3100450","2012-2016",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",9082,"Dawes County, Nebraska",0
"G3100470","2012-2016",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",23924,"Dawson County, Nebraska",0
"G3100490","2012-2016",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",1932,"Deuel County, Nebraska",81
"G3100510","2012-2016",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",5809,"Dixon County, Nebraska",0
"G3100530","2012-2016",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",36679,"Dodge County, Nebraska",0
"G3100550","2012-2016",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",543253,"Douglas County, Nebraska",0
"G3100570","2012-2016",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",1823,"Dundy County, Nebraska",181
"G3100590","2012-2016",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",5676,"Fillmore County, Nebraska",0
"G3100610","2012-2016",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",3076,"Franklin County, Nebraska",0
"G3100630","2012-2016",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",2599,"Frontier County, Nebraska",79
"G3100650","2012-2016",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",4850,"Furnas County, Nebraska",0
"G3100670","2012-2016",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",21778,"Gage County, Nebraska",0
"G3100690","2012-2016",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",1930,"Garden County, Nebraska",0
"G3100710","2012-2016",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",1968,"Garfield County, Nebraska",79
"G3100730","2012-2016",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",1977,"Gosper County, Nebraska",0
"G3100750","2012-2016",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",647,"Grant County, Nebraska",63
"G3100770","2012-2016",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",2447,"Greeley County, Nebraska",0
"G3100790","2012-2016",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",61105,"Hall County, Nebraska",0
"G3100810","2012-2016",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",9118,"Hamilton County, Nebraska",0
"G3100830","2012-2016",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",3465,"Harlan County, Nebraska",0
"G3100850","2012-2016",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",1013,"Hayes County, Nebraska",79
"G3100870","2012-2016",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",2866,"Hitchcock County, Nebraska",0
"G3100890","2012-2016",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",10360,"Holt County, Nebraska",0
"G3100910","2012-2016",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",669,"Hooker County, Nebraska",99
"G3100930","2012-2016",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",6365,"Howard County, Nebraska",0
"G3100950","2012-2016",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",7354,"Jefferson County, Nebraska",0
"G3100970","2012-2016",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",5167,"Johnson County, Nebraska",0
"G3100990","2012-2016",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",6548,"Kearney County, Nebraska",0
"G3101010","2012-2016",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",8103,"Keith County, Nebraska",0
"G3101030","2012-2016",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",736,"Keya Paha County, Nebraska",93
"G3101050","2012-2016",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",3713,"Kimball County, Nebraska",0
"G3101070","2012-2016",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",8551,"Knox County, Nebraska",0
"G3101090","2012-2016",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",301707,"Lancaster County, Nebraska",0
"G3101110","2012-2016",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",35777,"Lincoln County, Nebraska",0
"G3101130","2012-2016",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",830,"Logan County, Nebraska",61
"G3101150","2012-2016",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",542,"Loup County, Nebraska",53
"G3101170","2012-2016",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",425,"McPherson County, Nebraska",89
"G3101190","2012-2016",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",35125,"Madison County, Nebraska",0
"G3101210","2012-2016",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",7793,"Merrick County, Nebraska",0
"G3101230","2012-2016",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",4843,"Morrill County, Nebraska",0
"G3101250","2012-2016",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",3607,"Nance County, Nebraska",0
"G3101270","2012-2016",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",7101,"Nemaha County, Nebraska",0
"G3101290","2012-2016",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",4352,"Nuckolls County, Nebraska",0
"G3101310","2012-2016",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",15890,"Otoe County, Nebraska",0
"G3101330","2012-2016",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",2695,"Pawnee County, Nebraska",0
"G3101350","2012-2016",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",2911,"Perkins County, Nebraska",0
"G3101370","2012-2016",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",9236,"Phelps County, Nebraska",0
"G3101390","2012-2016",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",7179,"Pierce County, Nebraska",0
"G3101410","2012-2016",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",32703,"Platte County, Nebraska",0
"G3101430","2012-2016",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",5242,"Polk County, Nebraska",0
"G3101450","2012-2016",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",10884,"Red Willow County, Nebraska",0
"G3101470","2012-2016",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",8149,"Richardson County, Nebraska",0
"G3101490","2012-2016",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",1407,"Rock County, Nebraska",92
"G3101510","2012-2016",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",14356,"Saline County, Nebraska",0
"G3101530","2012-2016",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",172460,"Sarpy County, Nebraska",0
"G3101550","2012-2016",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",20946,"Saunders County, Nebraska",0
"G3101570","2012-2016",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",36599,"Scotts Bluff County, Nebraska",0
"G3101590","2012-2016",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",17113,"Seward County, Nebraska",0
"G3101610","2012-2016",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",5259,"Sheridan County, Nebraska",0
"G3101630","2012-2016",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",3090,"Sherman County, Nebraska",0
"G3101650","2012-2016",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",1274,"Sioux County, Nebraska",79
"G3101670","2012-2016",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",6022,"Stanton County, Nebraska",0
"G3101690","2012-2016",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",5163,"Thayer County, Nebraska",0
"G3101710","2012-2016",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",675,"Thomas County, Nebraska",70
"G3101730","2012-2016",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",6989,"Thurston County, Nebraska",0
"G3101750","2012-2016",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",4240,"Valley County, Nebraska",53
"G3101770","2012-2016",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",20338,"Washington County, Nebraska",0
"G3101790","2012-2016",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",9414,"Wayne County, Nebraska",0
"G3101810","2012-2016",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",3665,"Webster County, Nebraska",0
"G3101830","2012-2016",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",805,"Wheeler County, Nebraska",79
"G3101850","2012-2016",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",13842,"York County, Nebraska",0
